Target Label,Prioritised Features,Entropy Value,Entropy Conf,Gini Index Value,Gini Index Conf,Category,Best Conf,Significant,PlotSig
Beat Rate (bpm) Quantiles - Q4 (<60 and ≥45) (11),3D Platform - Polyethylene Glycol (8),0.00716,0.054705471,0.00893,0.03680368,Average Maturation,0.03680368,TRUE,FALSE
Beat Rate (bpm) Quantiles - Q4 (<60 and ≥45) (11),3D EC Ratio (CM-EC-SC) Quantiles - Q2 (>0 and ≤0) (119),0.00679,0.186818682,0.01126,0.0040004,Average Maturation,0.0040004,TRUE,TRUE
Beat Rate (bpm) Quantiles - Q4 (<60 and ≥45) (11),Seeding Confluency 3D (%) - 80 to 84 (5),0.0067,0.059705971,0.00804,0.04450445,Average Maturation,0.04450445,TRUE,FALSE
Beat Rate (bpm) Quantiles - Q4 (<60 and ≥45) (11),Differentiation Purity (%) Quantiles - Q2 (>90 and ≤95) (27),0.00592,0.107210721,0.00947,0.03060306,Average Maturation,0.03060306,TRUE,FALSE
Beat Rate (bpm) Quantiles - Q4 (<60 and ≥45) (11),hiPSC-CM Purification Duration (days) - 5 days (6),0.00587,0.092809281,0.01232,0.01340134,Average Maturation,0.01340134,TRUE,TRUE
Beat Rate (bpm) Quantiles - Q4 (<60 and ≥45) (11),Contractile Stress (mN/mm2) Quantiles - Q4 (>0.07 and ≤0.51) (10),0.00457,0.109010901,0.00698,0.04730473,Average Maturation,0.04730473,TRUE,FALSE
Beat Rate (bpm) Quantiles - Q2 (<38.8 and ≥27.6) (10),Time to Calcium Flux Peak (ms) Quantiles - Q1 (<154 and ≥0.06) (10),0.03604,0,0.02555,0.00030003,Average Maturation,0,TRUE,TRUE
Beat Rate (bpm) Quantiles - Q2 (<38.8 and ≥27.6) (10),Calcium Flux Amplitude (F/F0) Quantiles - Q2 (>1.6 and ≤2.3) (10),0.02587,0.00050005,0.01895,0.00220022,Average Maturation,0.00050005,TRUE,TRUE
Beat Rate (bpm) Quantiles - Q2 (<38.8 and ≥27.6) (10),3D Estimated Tissue Size (mm2) Quantiles - Q5 (>0.01 and ≤0.13) (28),0.02224,0.00370037,0.01622,0.00450045,Average Maturation,0.00370037,TRUE,TRUE
Beat Rate (bpm) Quantiles - Q2 (<38.8 and ≥27.6) (10),Calcium Flux Amplitude (F/F0) Quantiles - Q5 (>0.03 and ≤0.25) (11),0.02096,0.00110011,0.01666,0.00320032,Average Maturation,0.00110011,TRUE,TRUE
Beat Rate (bpm) Quantiles - Q2 (<38.8 and ≥27.6) (10),hiPSC Matrix Coating - Vitronectin (10),0.01669,0.00590059,0.00791,0.055505551,Average Maturation,0.00590059,TRUE,TRUE
Beat Rate (bpm) Quantiles - Q2 (<38.8 and ≥27.6) (10),Cell Line Sex - Both (118),0.0153,0.01270127,0.00857,0.050605061,Average Maturation,0.01270127,TRUE,TRUE
Beat Rate (bpm) Quantiles - Q2 (<38.8 and ≥27.6) (10),Publication Year - 2018 (45),0.0148,0.01060106,0.01238,0.01150115,Average Maturation,0.01060106,TRUE,TRUE
Beat Rate (bpm) Quantiles - Q2 (<38.8 and ≥27.6) (10),3D Platform - Scaffold Free (43),0.01444,0.01180118,0.01193,0.01560156,Average Maturation,0.01180118,TRUE,TRUE
Beat Rate (bpm) Quantiles - Q2 (<38.8 and ≥27.6) (10),Action Potential Amplitude (mV) Quantiles - Q2 (>100 and ≤110) (10),0.01405,0.01130113,0.0119,0.01650165,Average Maturation,0.01130113,TRUE,TRUE
Beat Rate (bpm) Quantiles - Q2 (<38.8 and ≥27.6) (10),Seeding Confluency (%) - 80 to 84 (12),0.01345,0.01810181,0.0098,0.03160316,Average Maturation,0.01810181,TRUE,TRUE
Beat Rate (bpm) Quantiles - Q2 (<38.8 and ≥27.6) (10),Wnt Inhibitor - IWR (56),0.01328,0.0170017,0.01512,0.0040004,Average Maturation,0.0040004,TRUE,TRUE
Beat Rate (bpm) Quantiles - Q2 (<38.8 and ≥27.6) (10),Sarcomere Length (um) Quantiles - Q4 (>1.64 and ≤1.75) (14),0.0132,0.01240124,0.01,0.02790279,Average Maturation,0.01240124,TRUE,TRUE
Beat Rate (bpm) Quantiles - Q2 (<38.8 and ≥27.6) (10),Coating for Replating - Vitronectin (3),0.0117,0.01710171,0.01184,0.02750275,Average Maturation,0.01710171,TRUE,TRUE
Beat Rate (bpm) Quantiles - Q2 (<38.8 and ≥27.6) (10),Sarcomere Length (um) Quantiles - Q5 (>1.01 and ≤1.64) (14),0.01006,0.03190319,0.00922,0.03320332,Average Maturation,0.03190319,TRUE,FALSE
Beat Rate (bpm) Quantiles - Q2 (<38.8 and ≥27.6) (10),3D Estimated Cell Density (mil cells/mL) Quantiles - Q2 (>10 and ≤21) (17),0.01004,0.04020402,0.0076,0.067406741,Average Maturation,0.04020402,TRUE,FALSE
Beat Rate (bpm) Quantiles - Q2 (<38.8 and ≥27.6) (10),3D Stromal Cell Source - Rare (4),0.00988,0.02690269,0.01258,0.01270127,Average Maturation,0.01270127,TRUE,TRUE
Beat Rate (bpm) Quantiles - Q2 (<38.8 and ≥27.6) (10),Seeding Confluency 3D (%) - 80 to 84 (5),0.00947,0.02890289,0.01317,0.01240124,Average Maturation,0.01240124,TRUE,TRUE
Beat Rate (bpm) Quantiles - Q2 (<38.8 and ≥27.6) (10),Journal - Stem Cell Reports (23),0.00872,0.053605361,0.00987,0.03380338,Average Maturation,0.03380338,TRUE,FALSE
Beat Rate (bpm) Quantiles - Q2 (<38.8 and ≥27.6) (10),Cell Line - IMR90 (19),0.00867,0.04620462,0.00817,0.051405141,Average Maturation,0.04620462,TRUE,FALSE
Beat Rate (bpm) Quantiles - Q2 (<38.8 and ≥27.6) (10),Differentiation Purity Assessment - Flow Cytometry VCAM1+ (4),0.00798,0.074307431,0.01024,0.04750475,Average Maturation,0.04750475,TRUE,FALSE
Beat Rate (bpm) Quantiles - Q2 (<38.8 and ≥27.6) (10),Differentiation Purity (%) Quantiles - Q3 (>85 and ≤90) (34),0.00776,0.084308431,0.01146,0.01960196,Average Maturation,0.01960196,TRUE,TRUE
Beat Rate (bpm) Quantiles - Q2 (<38.8 and ≥27.6) (10),Calcium Handling Analysis Method - Visual (104),0.00758,0.161116112,0.01071,0.01470147,Average Maturation,0.01470147,TRUE,TRUE
Beat Rate (bpm) Quantiles - Q2 (<38.8 and ≥27.6) (10),Calcium Handling Analysis Method - Rare (4),0.00752,0.051805181,0.00912,0.03940394,Average Maturation,0.03940394,TRUE,FALSE
Beat Rate (bpm) Quantiles - Q2 (<38.8 and ≥27.6) (10),Number of Cell Lines - 4 (11),0.00746,0.050705071,0.01027,0.02460246,Average Maturation,0.02460246,TRUE,TRUE
Beat Rate (bpm) Quantiles - Q2 (<38.8 and ≥27.6) (10),2D Surface - Microelectrode Array (9),0.00647,0.074807481,0.00954,0.03090309,Average Maturation,0.03090309,TRUE,FALSE
Beat Rate (bpm) Quantiles - Q2 (<38.8 and ≥27.6) (10),Cell Line - Gibco episomal (10),0.00605,0.079507951,0.00858,0.03840384,Average Maturation,0.03840384,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q4 (<365 and ≥254) (11),Contractile Force (mN) Quantiles - Q3 (>0.16 and ≤0.43) (9),0.02782,0,0.02228,0,Average Maturation,0,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q4 (<365 and ≥254) (11),3D Stromal Cell Source - Mesenchymal Stem Cell (12),0.01725,0.00360036,0.01797,0.00150015,Average Maturation,0.00150015,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q4 (<365 and ≥254) (11),Pharmacological Intervention - Cisapride (8),0.01469,0.01090109,0.01579,0.00640064,Average Maturation,0.00640064,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q4 (<365 and ≥254) (11),3D Estimated Cell Density (mil cells/mL) Quantiles - Q1 (>21 and ≤150) (24),0.0142,0.00990099,0.00745,0.066506651,Average Maturation,0.00990099,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q4 (<365 and ≥254) (11),Contractile Analysis Method - Deflection (39),0.01408,0.01210121,0.00949,0.03510351,Average Maturation,0.01210121,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q4 (<365 and ≥254) (11),Calcium Handling Analysis Method - Visual (104),0.01323,0.02150215,0.00926,0.03410341,Average Maturation,0.02150215,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q4 (<365 and ≥254) (11),3D Stromal Cell Source - Stromal Cell (35),0.01289,0.02160216,0.00752,0.080808081,Average Maturation,0.02160216,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q4 (<365 and ≥254) (11),Cell Coculture - Stromal Cell (78),0.01219,0.02410241,0.00362,0.519351935,Average Maturation,0.02410241,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q4 (<365 and ≥254) (11),Seeding Confluency 2D (%) - 70 to 79 (6),0.01153,0.01460146,0.01266,0.01350135,Average Maturation,0.01350135,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q4 (<365 and ≥254) (11),Beat Rate (bpm) Quantiles - Q4 (<60 and ≥45) (11),0.01146,0.02240224,0.00797,0.04690469,Average Maturation,0.02240224,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q4 (<365 and ≥254) (11),Contraction Upstroke Velocity (um/s) Quantiles - Q1 (>50 and ≤1300) (8),0.01143,0.0190019,0.01034,0.02360236,Average Maturation,0.0190019,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q4 (<365 and ≥254) (11),Seeding Confluency 3D (%) - 90 to 94 (13),0.01108,0.02110211,0.00577,0.105110511,Average Maturation,0.02110211,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q4 (<365 and ≥254) (11),Time from Calcium Peak to Relaxation (ms) Quantiles - Q1 (<310 and ≥0.2) (5),0.01075,0.0160016,0.02006,0.00330033,Average Maturation,0.00330033,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q4 (<365 and ≥254) (11),Pharmacological Intervention - QT-Prolonging Drugs (36),0.01068,0.03470347,0.0059,0.139313931,Average Maturation,0.03470347,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q4 (<365 and ≥254) (11),Journal - Biomaterials (16),0.01041,0.02010201,0.00715,0.059405941,Average Maturation,0.02010201,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q4 (<365 and ≥254) (11),Journal - Circulation (11),0.00931,0.03180318,0.00745,0.050805081,Average Maturation,0.03180318,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q4 (<365 and ≥254) (11),3D Estimated Cell Density (mil cells/mL) Quantiles - Q3 (>5 and ≤10) (30),0.00928,0.03780378,0.00476,0.199519952,Average Maturation,0.03780378,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q4 (<365 and ≥254) (11),3D Platform - Nanotechnology (3),0.00888,0.0240024,0.00997,0.02790279,Average Maturation,0.0240024,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q4 (<365 and ≥254) (11),Wnt Induction Duration (days) - 3 days (38),0.00875,0.064606461,0.01103,0.02640264,Average Maturation,0.02640264,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q4 (<365 and ≥254) (11),3D Estimated Tissue Size (mm2) Quantiles - Q3 (>2 and ≤9.12) (21),0.00862,0.04270427,0.00897,0.03760376,Average Maturation,0.03760376,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q4 (<365 and ≥254) (11),Pharmacological Intervention - Carbenoxolone (4),0.00823,0.03770377,0.01092,0.01970197,Average Maturation,0.01970197,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q4 (<365 and ≥254) (11),Insulin Start Day - After 11 (7),0.0082,0.03980398,0.00605,0.084008401,Average Maturation,0.03980398,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q4 (<365 and ≥254) (11),Metabolic Component Category - Kinase Inhibitors (3),0.00768,0.04770477,0.007,0.071307131,Average Maturation,0.04770477,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q4 (<365 and ≥254) (11),hiPSC Backbone Media - StemFlex (5),0.00718,0.04820482,0.00345,0.140914091,Average Maturation,0.04820482,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q4 (<365 and ≥254) (11),3D Tissue Media - High-glucose DMEM (9),0.00693,0.04680468,0.00489,0.121112111,Average Maturation,0.04680468,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q4 (<365 and ≥254) (11),Seeding Confluency (%) - 70 to 79 (11),0.00639,0.069306931,0.00879,0.03590359,Average Maturation,0.03590359,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q4 (<365 and ≥254) (11),Insulin Start Day - 2 (4),0.00597,0.081208121,0.01007,0.0270027,Average Maturation,0.0270027,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q4 (<365 and ≥254) (11),3D Endothelial Cell Source - Umbilical Vein EndothelialC (10),0.00516,0.106110611,0.00796,0.0430043,Average Maturation,0.0430043,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q2 (<200 and ≥154) (9),Seeding Confluency 2D (%) - 90 to 94 (12),0.02083,0.00360036,0.02299,0.00110011,Average Maturation,0.00110011,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q2 (<200 and ≥154) (9),Sacromere or Cellular Alignment Analysis - Yes (72),0.02019,0.0040004,0.00822,0.081308131,Average Maturation,0.0040004,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q2 (<200 and ≥154) (9),Calcium Handling Analysis Method - Visual (104),0.01512,0.01390139,0.00915,0.04740474,Average Maturation,0.01390139,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q2 (<200 and ≥154) (9),Differentiation Purity (%) Quantiles - Q1 (>95 and ≤99) (22),0.01438,0.0120012,0.01013,0.02770277,Average Maturation,0.0120012,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q2 (<200 and ≥154) (9),Journal - Rare (104),0.01438,0.01130113,0.00796,0.090209021,Average Maturation,0.01130113,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q2 (<200 and ≥154) (9),Maturation Strategy - Other Cells (80),0.01381,0.01260126,0.0056,0.225422542,Average Maturation,0.01260126,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q2 (<200 and ≥154) (9),Cell Line Sex - Both (118),0.01342,0.01930193,0.00764,0.100110011,Average Maturation,0.01930193,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q2 (<200 and ≥154) (9),Day of Insulin Addition - not 15 (16),0.0131,0.01230123,0.01377,0.0090009,Average Maturation,0.0090009,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q2 (<200 and ≥154) (9),2D Surface - Decellularized ECM (3),0.013,0.02010201,0.01322,0.03210321,Average Maturation,0.02010201,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q2 (<200 and ≥154) (9),Calcium Flux Amplitude (F/F0) Quantiles - Q4 (>0.25 and ≤0.9) (10),0.01227,0.01730173,0.01212,0.01360136,Average Maturation,0.01360136,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q2 (<200 and ≥154) (9),Publication Year - 2024 (7),0.01221,0.0170017,0.01217,0.01770177,Average Maturation,0.0170017,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q2 (<200 and ≥154) (9),Insulin Start Day - 8 (15),0.01146,0.02540254,0.01149,0.01920192,Average Maturation,0.01920192,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q2 (<200 and ≥154) (9),hiPSC-CM Purification Duration (days) - 4 days (29),0.01121,0.03610361,0.00858,0.065906591,Average Maturation,0.03610361,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q2 (<200 and ≥154) (9),Maturation Strategy - Electrical (39),0.01062,0.03410341,0.00881,0.054605461,Average Maturation,0.03410341,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q2 (<200 and ≥154) (9),Calcium Handling Analysis Method - Rare (4),0.01052,0.02310231,0.01142,0.02490249,Average Maturation,0.02310231,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q2 (<200 and ≥154) (9),Pharmacological Intervention - Adrenaline (83),0.01043,0.03730373,0.00694,0.146214621,Average Maturation,0.03730373,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q2 (<200 and ≥154) (9),Differentiation Purity Assessment - Rare (3),0.00978,0.03870387,0.00764,0.069306931,Average Maturation,0.03870387,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q2 (<200 and ≥154) (9),Day of Insulin Addition - not 16 (15),0.00964,0.03850385,0.00975,0.03570357,Average Maturation,0.03570357,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q2 (<200 and ≥154) (9),Day of Insulin Addition - not 14 (15),0.00955,0.04010401,0.00995,0.03410341,Average Maturation,0.03410341,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q2 (<200 and ≥154) (9),Seeding Confluency 2D (%) - 70 to 79 (6),0.00934,0.03630363,0.00843,0.053405341,Average Maturation,0.03630363,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q2 (<200 and ≥154) (9),Sarcomere Length (um) Quantiles - Q4 (>1.64 and ≤1.75) (14),0.00872,0.04340434,0.00974,0.03130313,Average Maturation,0.03130313,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q2 (<200 and ≥154) (9),Contractile Force (mN) Quantiles - Q1 (>1.04 and ≤20) (10),0.00872,0.040004,0.00536,0.120812081,Average Maturation,0.040004,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q2 (<200 and ≥154) (9),Resting Membrane Potential (mV) Quantiles - Q1 (<-78 and ≥-85) (12),0.00797,0.04040404,0.01106,0.01630163,Average Maturation,0.01630163,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q2 (<200 and ≥154) (9),MYL2 Precentage (MYL7) Quantiles - Q1 (>30.1 and ≤45.7) (4),0.0079,0.068806881,0.01098,0.03830383,Average Maturation,0.03830383,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q2 (<200 and ≥154) (9),Calcium Flux Amplitude (F/F0) Quantiles - Q3 (>0.9 and ≤1.6) (10),0.00709,0.051305131,0.00841,0.03340334,Average Maturation,0.03340334,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q2 (<200 and ≥154) (9),Seeding Confluency (%) - 90 to 94 (26),0.00704,0.098209821,0.01401,0.01260126,Average Maturation,0.01260126,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q2 (<200 and ≥154) (9),Resting Membrane Potential (mV) Quantiles - Q4 (<-60 and ≥-66) (9),0.00696,0.04710471,0.00429,0.144314431,Average Maturation,0.04710471,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q2 (<200 and ≥154) (9),hiPSC Matrix Coating - Vitronectin (10),0.00681,0.080308031,0.00933,0.04320432,Average Maturation,0.04320432,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q2 (<200 and ≥154) (9),Publication Year - 2019 (57),0.00623,0.175217522,0.01158,0.02010201,Average Maturation,0.02010201,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q2 (<200 and ≥154) (9),3D Platform - Matrigel (33),0.00554,0.141514151,0.00978,0.03730373,Average Maturation,0.03730373,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q2 (<200 and ≥154) (9),TNNI3 Precentage (TNNI1) Quantiles - Q1 (>16.15 and ≤26) (4),0.00475,0.090709071,0.01169,0.02010201,Average Maturation,0.02010201,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),Calcium Flux Amplitude (F/F0) Quantiles - Q1 (>2.3 and ≤8) (10),0.04887,0,0.03615,0,Average Maturation,0,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),Gene Analysis Method - Rare (5),0.02059,0.00280028,0.0184,0.00410041,Average Maturation,0.00280028,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),Differentiation Purity (%) Quantiles - Q3 (>85 and ≤90) (34),0.01815,0.00610061,0.01767,0.0030003,Average Maturation,0.0030003,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),Disease Modelling - Dilated Cardiomyopathy (6),0.01663,0.00710071,0.01221,0.01980198,Average Maturation,0.00710071,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),Insulin Start Day - 0 (7),0.01623,0.00730073,0.01378,0.01180118,Average Maturation,0.00730073,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),Calcium Handling Analysis Method - Visual (104),0.01585,0.01290129,0.01058,0.0210021,Average Maturation,0.01290129,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),Journal - Cell Stem Cell (6),0.01522,0.00850085,0.01243,0.01820182,Average Maturation,0.00850085,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),Journal - Am J Physiol Heart Circ Physiol (4),0.01521,0.00960096,0.01276,0.02530253,Average Maturation,0.00960096,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),Insulin Start Day - 1 (19),0.01401,0.01660166,0.00423,0.214921492,Average Maturation,0.01660166,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),hiPSC-CM Purification Duration (days) Quantiles - Q2 (>1 and ≤4) (61),0.01376,0.02540254,0.00725,0.132413241,Average Maturation,0.02540254,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),hiPSC-CM Media Supplement - Polyvinylalchohol (6),0.01306,0.01320132,0.00916,0.0480048,Average Maturation,0.01320132,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),Pharmacological Intervention - Isoproterenol (71),0.01285,0.02050205,0.00705,0.135313531,Average Maturation,0.02050205,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),Insulin Start Day - 10 (6),0.01202,0.02150215,0.01073,0.03360336,Average Maturation,0.02150215,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),Differentiation Purity Assessment - IHC a-actinin (8),0.0119,0.01510151,0.009,0.04120412,Average Maturation,0.01510151,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),Journal - Stem Cells (11),0.01156,0.01940194,0.01001,0.03090309,Average Maturation,0.01940194,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),New Media for Maturation - Commercial Kit (5),0.01084,0.0380038,0.00955,0.060106011,Average Maturation,0.0380038,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),Resting Membrane Potential (mV) Quantiles - Q5 (>-35 and ≤-60) (9),0.01064,0.02530253,0.00975,0.03430343,Average Maturation,0.02530253,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),Pharmacological Intervention - Cisapride (8),0.01029,0.03420342,0.01293,0.01880188,Average Maturation,0.01880188,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),Journal - Stem Cell Res (8),0.01003,0.056605661,0.01329,0.02110211,Average Maturation,0.02110211,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),Calcium Flux Amplitude (F/F0) Quantiles - Q5 (>0.03 and ≤0.25) (11),0.00956,0.03050305,0.00523,0.134313431,Average Maturation,0.03050305,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),Journal - Nano Lett (3),0.00934,0.04990499,0.01389,0.02550255,Average Maturation,0.02550255,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),Publication Year - 2015 (19),0.0093,0.04970497,0.00997,0.04110411,Average Maturation,0.04110411,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),Publication Year - 2020 (51),0.00928,0.079407941,0.00997,0.04860486,Average Maturation,0.04860486,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),Insulin Start Day - 11 (3),0.00927,0.04970497,0.01369,0.02650265,Average Maturation,0.02650265,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),hiPSC-CM Media Supplement - Lipids (9),0.00924,0.0390039,0.00652,0.097409741,Average Maturation,0.0390039,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),Pharmacological Intervention - Carbenoxolone (4),0.00885,0.053005301,0.01318,0.01820182,Average Maturation,0.01820182,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),Journal - ACS Biomater Sci Eng (3),0.00823,0.059405941,0.01432,0.02380238,Average Maturation,0.02380238,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),Journal - Biomater Sci (7),0.0075,0.064406441,0.01149,0.02040204,Average Maturation,0.02040204,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),3D Estimated Cell Density (mil cells/mL) Quantiles - Q1 (>21 and ≤150) (24),0.00718,0.088708871,0.01114,0.02880288,Average Maturation,0.02880288,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),Electrophysiology Analysis Method - Genetic (3),0.00693,0.058505851,0.00946,0.04530453,Average Maturation,0.04530453,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),Differentiation Purity Assessment - Flow Cytometry cTnI+ (3),0.00666,0.056205621,0.00933,0.04470447,Average Maturation,0.04470447,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),Seeding Confluency 3D (%) - 85 to 89 (12),0.0062,0.093909391,0.00894,0.04030403,Average Maturation,0.04030403,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),Beat Rate (bpm) Quantiles - Q1 (<27.6 and ≥7) (11),0.00534,0.145514551,0.01361,0.01690169,Average Maturation,0.01690169,TRUE,TRUE
Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),Metabolic Analysis Method - Seahorse (35),0.00476,0.194019402,0.00958,0.04720472,Average Maturation,0.04720472,TRUE,FALSE
Time to Calcium Flux Peak (ms) Quantiles - Q3 (<254 and ≥200) (8),Disease Modelling - Rare (4),0.00281,0.090209021,0.00836,0.04610461,Average Maturation,0.04610461,TRUE,FALSE
Conduction Velocity from Calcium Imaging (cm/s) Quantiles - Q3 (>1.5 and ≤8.53) (5),Cell Line - Rare (132),0.02307,0,0.00816,0.121912191,Average Maturation,0,TRUE,TRUE
